Date,Order_ID,Customer_ID,Region,iPhone_Model,Units_Sold,Unit_Price,Discount,Revenue,Profit_Margin,Profit
2024-06-20,ORD100087,CUST2530,Europe,iPhone 15 Pro Max,3,1199,0.05,3417.1499999999996,0.35,1196.0024999999998
2024-04-11,ORD100088,CUST3414,North America,iPhone 13,2,699,0.15,1188.3,0.2,237.66
2024-11-08,ORD100089,CUST2193,Middle East,iPhone 14 Pro Max,5,1099,0.05,5220.25,0.3,1566.075
2024-12-22,ORD100090,CUST7291,Middle East,iPhone 14 Pro Max,2,1099,0.05,2088.1,0.3,626.43
2024-12-01,ORD100091,CUST1090,North America,iPhone 14 Pro Max,2,1099,0.05,2088.1,0.3,626.43
2024-12-22,ORD100092,CUST9486,Middle East,iPhone 13,5,699,0.05,3320.25,0.2,664.0500000000001
2024-03-03,ORD100093,CUST8478,Europe,iPhone 14 Pro Max,5,1099,0.2,4396.0,0.3,1318.8
2024-10-31,ORD100094,CUST6198,Middle East,iPhone 15,5,899,0.15,3820.75,0.25,955.1875
2024-10-07,ORD100095,CUST8305,Europe,iPhone 15 Pro Max,4,1199,0.15,4076.6,0.35,1426.81
2024-05-12,ORD100096,CUST5050,Asia,iPhone 15,4,899,0.05,3416.2,0.25,854.05
2024-05-20,ORD100097,CUST8206,North America,iPhone 15 Pro Max,3,1199,0.05,3417.1499999999996,0.35,1196.0024999999998
2024-05-19,ORD100098,CUST6502,Asia,iPhone 15,1,899,0.05,854.05,0.25,213.5125
2024-03-18,ORD100099,CUST4788,Middle East,iPhone 15 Pro Max,2,1199,0.05,2278.1,0.35,797.3349999999999
2024-02-02,ORD100100,CUST7797,Middle East,iPhone 14 Pro,5,999,0.15,4245.75,0.28,1188.8100000000002
2024-07-31,ORD100101,CUST2020,Europe,iPhone 14 Pro Max,4,1099,0.2,3516.8,0.3,1055.04
2024-12-22,ORD100102,CUST1320,Others,iPhone 14 Pro Max,4,1099,0.0,4396.0,0.3,1318.8
2024-06-29,ORD100103,CUST5892,Middle East,iPhone 14 Pro Max,5,1099,0.2,4396.0,0.3,1318.8
2024-11-04,ORD100104,CUST4613,Middle East,iPhone 14,3,799,0.15,2037.45,0.22,448.23900000000003
2024-09-05,ORD100105,CUST1475,Middle East,iPhone 14 Pro,4,999,0.05,3796.2,0.28,1062.9360000000001
2024-08-27,ORD100106,CUST3091,Others,iPhone 15,1,899,0.15,764.15,0.25,191.0375
2024-10-30,ORD100107,CUST1444,North America,iPhone 15 Pro Max,4,1199,0.05,4556.2,0.35,1594.6699999999998
2024-08-24,ORD100108,CUST3977,North America,iPhone 14 Pro,4,999,0.1,3596.4,0.28,1006.9920000000001
2024-04-18,ORD100109,CUST8449,Asia,iPhone 14 Pro,4,999,0.1,3596.4,0.28,1006.9920000000001
2024-08-03,ORD100110,CUST5133,North America,iPhone 14 Pro Max,1,1099,0.2,879.2,0.3,263.76
2024-01-27,ORD100111,CUST6733,Europe,iPhone 15 Pro Max,1,1199,0.0,1199.0,0.35,419.65
2024-01-16,ORD100112,CUST5051,Europe,iPhone 13,5,699,0.05,3320.25,0.2,664.0500000000001
2024-05-02,ORD100113,CUST3068,Middle East,iPhone 15 Pro Max,1,1199,0.2,959.2,0.35,335.71999999999997
2024-04-21,ORD100114,CUST8619,Asia,iPhone 14 Pro,2,999,0.2,1598.4,0.28,447.5520000000001
2024-11-06,ORD100115,CUST2876,Europe,iPhone 14 Pro,1,999,0.2,799.2,0.28,223.77600000000004
2024-01-14,ORD100116,CUST6111,Others,iPhone 15 Pro Max,4,1199,0.15,4076.6,0.35,1426.81
2024-04-11,ORD100117,CUST2245,Others,iPhone 15 Pro Max,2,1199,0.0,2398.0,0.35,839.3
2024-12-22,ORD100118,CUST5941,Others,iPhone 13,5,699,0.0,3495.0,0.2,699.0
2024-06-26,ORD100119,CUST9728,Middle East,iPhone 15 Pro Max,3,1199,0.0,3597.0,0.35,1258.9499999999998
2024-09-16,ORD100120,CUST6590,North America,iPhone 14 Pro Max,4,1099,0.0,4396.0,0.3,1318.8
2024-08-09,ORD100121,CUST6934,Middle East,iPhone 15 Pro Max,2,1199,0.15,2038.3,0.35,713.405
2024-03-31,ORD100122,CUST9548,Asia,iPhone 15,5,899,0.15,3820.75,0.25,955.1875
2024-08-26,ORD100123,CUST8136,Others,iPhone 14 Pro,3,999,0.05,2847.15,0.28,797.2020000000001
2024-02-14,ORD100124,CUST5569,Middle East,iPhone 14,4,799,0.2,2556.8,0.22,562.4960000000001
2024-11-08,ORD100125,CUST7209,Asia,iPhone 13,4,699,0.1,2516.4,0.2,503.28000000000003
2024-04-03,ORD100126,CUST8988,Europe,iPhone 14 Pro,3,999,0.1,2697.3,0.28,755.2440000000001
2024-05-23,ORD100127,CUST5526,Others,iPhone 13,5,699,0.05,3320.25,0.2,664.0500000000001
2024-02-13,ORD100128,CUST4954,Middle East,iPhone 14 Pro Max,5,1099,0.05,5220.25,0.3,1566.075
2024-12-19,ORD100129,CUST8800,Middle East,iPhone 14 Pro Max,1,1099,0.0,1099.0,0.3,329.7
2024-05-30,ORD100130,CUST4630,Middle East,iPhone 15 Pro Max,2,1199,0.1,2158.2000000000003,0.35,755.37
2024-12-05,ORD100131,CUST7046,Middle East,iPhone 15,5,899,0.1,4045.5,0.25,1011.375
2024-08-05,ORD100132,CUST6419,Asia,iPhone 15 Pro Max,4,1199,0.1,4316.400000000001,0.35,1510.74
2024-06-05,ORD100133,CUST5118,Europe,iPhone 13,2,699,0.1,1258.2,0.2,251.64000000000001
2024-03-02,ORD100134,CUST9779,Europe,iPhone 14,2,799,0.15,1358.3,0.22,298.82599999999996
2024-05-21,ORD100135,CUST9595,Others,iPhone 14 Pro,1,999,0.05,949.05,0.28,265.73400000000004
2024-05-31,ORD100136,CUST4727,Asia,iPhone 14,3,799,0.0,2397.0,0.22,527.34
2024-12-28,ORD100137,CUST9751,Europe,iPhone 14 Pro,1,999,0.0,999.0,0.28,279.72
2024-10-10,ORD100138,CUST5786,Europe,iPhone 15 Pro Max,4,1199,0.0,4796.0,0.35,1678.6
2024-01-07,ORD100139,CUST5658,Middle East,iPhone 14 Pro Max,4,1099,0.1,3956.4,0.3,1186.92
2024-04-04,ORD100140,CUST1841,Asia,iPhone 14 Pro Max,1,1099,0.0,1099.0,0.3,329.7
2024-07-24,ORD100141,CUST9056,North America,iPhone 15,1,899,0.05,854.05,0.25,213.5125
2024-03-17,ORD100142,CUST5978,North America,iPhone 14,1,799,0.2,639.2,0.22,140.62400000000002
2024-08-01,ORD100143,CUST4697,Others,iPhone 14 Pro Max,4,1099,0.15,3736.6,0.3,1120.98
2024-06-01,ORD100144,CUST8025,Asia,iPhone 15,5,899,0.0,4495.0,0.25,1123.75
2024-11-08,ORD100145,CUST2625,Europe,iPhone 15 Pro Max,2,1199,0.1,2158.2000000000003,0.35,755.37
2024-12-04,ORD100146,CUST2330,Europe,iPhone 14,2,799,0.2,1278.4,0.22,281.24800000000005
2024-02-08,ORD100147,CUST3564,North America,iPhone 14 Pro Max,4,1099,0.2,3516.8,0.3,1055.04
2024-08-28,ORD100148,CUST5771,North America,iPhone 14,3,799,0.1,2157.3,0.22,474.60600000000005
2024-12-25,ORD100149,CUST8438,North America,iPhone 15 Pro Max,2,1199,0.1,2158.2000000000003,0.35,755.37
2024-11-16,ORD100150,CUST4241,Middle East,iPhone 13,5,699,0.05,3320.25,0.2,664.0500000000001
2024-11-27,ORD100151,CUST3441,Asia,iPhone 14,1,799,0.0,799.0,0.22,175.78
2024-03-25,ORD100152,CUST6039,Others,iPhone 15 Pro Max,5,1199,0.1,5395.5,0.35,1888.425
2024-08-12,ORD100153,CUST3037,Middle East,iPhone 15 Pro Max,3,1199,0.15,3057.45,0.35,1070.1074999999998
2024-05-19,ORD100154,CUST9199,Others,iPhone 14 Pro Max,4,1099,0.0,4396.0,0.3,1318.8
2024-11-02,ORD100155,CUST1653,Middle East,iPhone 15 Pro Max,3,1199,0.2,2877.6000000000004,0.35,1007.1600000000001
2024-05-08,ORD100156,CUST1423,North America,iPhone 14,5,799,0.2,3196.0,0.22,703.12
2024-01-11,ORD100157,CUST5415,Others,iPhone 13,2,699,0.15,1188.3,0.2,237.66
2024-09-22,ORD100158,CUST8245,Asia,iPhone 14,5,799,0.15,3395.75,0.22,747.065
2024-11-21,ORD100159,CUST9056,North America,iPhone 14 Pro Max,3,1099,0.15,2802.45,0.3,840.7349999999999
2024-06-19,ORD100160,CUST6260,North America,iPhone 14,3,799,0.15,2037.45,0.22,448.23900000000003
2024-12-21,ORD100161,CUST9117,Asia,iPhone 15 Pro Max,4,1199,0.2,3836.8,0.35,1342.8799999999999
2024-01-19,ORD100162,CUST8451,North America,iPhone 14 Pro,3,999,0.1,2697.3,0.28,755.2440000000001
2024-02-29,ORD100163,CUST7622,Others,iPhone 13,5,699,0.15,2970.75,0.2,594.15
2024-07-30,ORD100164,CUST1888,Europe,iPhone 15,3,899,0.2,2157.6,0.25,539.4
2024-09-12,ORD100165,CUST8242,North America,iPhone 14,3,799,0.2,1917.6000000000001,0.22,421.872
2024-03-08,ORD100166,CUST5719,Middle East,iPhone 15 Pro Max,4,1199,0.0,4796.0,0.35,1678.6
2024-01-15,ORD100167,CUST4920,Europe,iPhone 14 Pro,5,999,0.0,4995.0,0.28,1398.6000000000001
2024-10-09,ORD100168,CUST7684,North America,iPhone 14,1,799,0.15,679.15,0.22,149.41299999999998
2024-03-01,ORD100169,CUST3522,Middle East,iPhone 15 Pro Max,3,1199,0.2,2877.6000000000004,0.35,1007.1600000000001
2024-12-27,ORD100170,CUST5479,Middle East,iPhone 14 Pro Max,4,1099,0.05,4176.2,0.3,1252.86
2024-08-21,ORD100171,CUST3369,Middle East,iPhone 14,5,799,0.2,3196.0,0.22,703.12
2024-03-10,ORD100172,CUST2143,Asia,iPhone 14 Pro Max,3,1099,0.2,2637.6000000000004,0.3,791.2800000000001
2024-05-16,ORD100173,CUST1042,Asia,iPhone 15 Pro Max,3,1199,0.2,2877.6000000000004,0.35,1007.1600000000001
2024-10-23,ORD100174,CUST9022,Europe,iPhone 14 Pro Max,5,1099,0.15,4670.75,0.3,1401.225
2024-06-25,ORD100175,CUST6446,Others,iPhone 15,4,899,0.15,3056.6,0.25,764.15
2024-06-13,ORD100176,CUST4090,Europe,iPhone 15,4,899,0.05,3416.2,0.25,854.05
2024-07-29,ORD100177,CUST1715,Asia,iPhone 15 Pro Max,4,1199,0.15,4076.6,0.35,1426.81
2024-07-16,ORD100178,CUST3492,Middle East,iPhone 13,2,699,0.2,1118.4,0.2,223.68000000000004
2024-10-29,ORD100179,CUST6439,North America,iPhone 14 Pro Max,1,1099,0.2,879.2,0.3,263.76
2024-08-21,ORD100180,CUST1251,Europe,iPhone 14 Pro Max,2,1099,0.0,2198.0,0.3,659.4
2024-08-28,ORD100181,CUST5342,Asia,iPhone 15,4,899,0.0,3596.0,0.25,899.0
2024-06-17,ORD100182,CUST9742,Middle East,iPhone 14 Pro,4,999,0.2,3196.8,0.28,895.1040000000002
2024-01-19,ORD100183,CUST2121,Europe,iPhone 15 Pro Max,3,1199,0.05,3417.1499999999996,0.35,1196.0024999999998
2024-02-16,ORD100184,CUST8110,North America,iPhone 15 Pro Max,1,1199,0.15,1019.15,0.35,356.7025
2024-03-26,ORD100185,CUST5906,North America,iPhone 13,3,699,0.0,2097.0,0.2,419.40000000000003
2024-05-30,ORD100186,CUST6873,Asia,iPhone 14 Pro Max,2,1099,0.05,2088.1,0.3,626.43
2024-09-28,ORD100187,CUST7751,Others,iPhone 15 Pro Max,2,1199,0.05,2278.1,0.35,797.3349999999999
2024-03-30,ORD100188,CUST2293,Others,iPhone 14 Pro Max,5,1099,0.05,5220.25,0.3,1566.075
2024-09-11,ORD100189,CUST3344,Europe,iPhone 14 Pro Max,3,1099,0.15,2802.45,0.3,840.7349999999999
2024-05-10,ORD100190,CUST1153,Middle East,iPhone 14 Pro,5,999,0.05,4745.25,0.28,1328.67
2024-02-07,ORD100191,CUST8237,Asia,iPhone 15,3,899,0.15,2292.45,0.25,573.1125
2024-12-19,ORD100192,CUST5097,Middle East,iPhone 14 Pro,2,999,0.15,1698.3,0.28,475.52400000000006
2024-09-04,ORD100193,CUST2747,Europe,iPhone 14 Pro Max,5,1099,0.1,4945.5,0.3,1483.6499999999999
2024-10-21,ORD100194,CUST5847,Asia,iPhone 13,4,699,0.1,2516.4,0.2,503.28000000000003
2024-01-05,ORD100195,CUST1803,Others,iPhone 15 Pro Max,4,1199,0.1,4316.400000000001,0.35,1510.74
2024-04-27,ORD100196,CUST6772,Europe,iPhone 15 Pro Max,2,1199,0.2,1918.4,0.35,671.4399999999999
2024-05-08,ORD100197,CUST3240,North America,iPhone 15 Pro Max,1,1199,0.1,1079.1000000000001,0.35,377.685
2024-08-13,ORD100198,CUST1546,Others,iPhone 14 Pro,2,999,0.0,1998.0,0.28,559.44
2024-05-31,ORD100199,CUST6352,Middle East,iPhone 14,2,799,0.05,1518.1,0.22,333.98199999999997
2024-10-03,ORD100200,CUST6994,Others,iPhone 15,3,899,0.05,2562.15,0.25,640.5375
2024-05-11,ORD100201,CUST8894,Asia,iPhone 15 Pro Max,3,1199,0.0,3597.0,0.35,1258.9499999999998
2024-08-27,ORD100202,CUST2233,Europe,iPhone 14,4,799,0.2,2556.8,0.22,562.4960000000001
2024-07-06,ORD100203,CUST2479,Middle East,iPhone 13,3,699,0.2,1677.6000000000001,0.2,335.52000000000004
2024-03-04,ORD100204,CUST8451,Asia,iPhone 15 Pro Max,3,1199,0.2,2877.6000000000004,0.35,1007.1600000000001
2024-07-14,ORD100205,CUST7086,North America,iPhone 15 Pro Max,2,1199,0.15,2038.3,0.35,713.405
2024-01-13,ORD100206,CUST6374,Others,iPhone 14,1,799,0.15,679.15,0.22,149.41299999999998
2024-12-24,ORD100207,CUST5951,Middle East,iPhone 13,2,699,0.0,1398.0,0.2,279.6
2024-01-20,ORD100208,CUST5986,Middle East,iPhone 13,1,699,0.05,664.05,0.2,132.81
2024-10-02,ORD100209,CUST3222,Middle East,iPhone 14 Pro Max,3,1099,0.2,2637.6000000000004,0.3,791.2800000000001
2024-08-02,ORD100210,CUST3531,Middle East,iPhone 15 Pro Max,1,1199,0.15,1019.15,0.35,356.7025
2024-11-11,ORD100211,CUST7686,Asia,iPhone 13,3,699,0.05,1992.1499999999999,0.2,398.43
2024-08-15,ORD100212,CUST8285,Europe,iPhone 14 Pro,1,999,0.1,899.1,0.28,251.74800000000002
2024-10-05,ORD100213,CUST6876,North America,iPhone 14 Pro Max,3,1099,0.05,3132.1499999999996,0.3,939.6449999999999
2024-03-03,ORD100214,CUST8450,North America,iPhone 15 Pro Max,2,1199,0.2,1918.4,0.35,671.4399999999999
2024-01-11,ORD100215,CUST1828,Asia,iPhone 14,2,799,0.2,1278.4,0.22,281.24800000000005
2024-04-15,ORD100216,CUST2124,Others,iPhone 14,5,799,0.05,3795.25,0.22,834.955
2024-04-29,ORD100217,CUST6383,Europe,iPhone 15,1,899,0.1,809.1,0.25,202.275
2024-03-15,ORD100218,CUST3129,Others,iPhone 14 Pro,2,999,0.0,1998.0,0.28,559.44
2024-12-04,ORD100219,CUST1422,Europe,iPhone 13,3,699,0.05,1992.1499999999999,0.2,398.43
2024-10-28,ORD100220,CUST6304,North America,iPhone 14,3,799,0.0,2397.0,0.22,527.34
2024-03-05,ORD100221,CUST7897,Others,iPhone 13,1,699,0.15,594.15,0.2,118.83
2024-08-17,ORD100222,CUST6931,Others,iPhone 15,1,899,0.15,764.15,0.25,191.0375
2024-09-14,ORD100223,CUST4629,Others,iPhone 13,5,699,0.1,3145.5,0.2,629.1
2024-08-22,ORD100224,CUST1510,North America,iPhone 14 Pro Max,4,1099,0.15,3736.6,0.3,1120.98
2024-12-17,ORD100225,CUST2768,Middle East,iPhone 15 Pro Max,4,1199,0.0,4796.0,0.35,1678.6
2024-02-11,ORD100226,CUST6277,Others,iPhone 14,1,799,0.05,759.05,0.22,166.99099999999999
2024-05-20,ORD100227,CUST9984,Asia,iPhone 14 Pro Max,5,1099,0.2,4396.0,0.3,1318.8
2024-05-30,ORD100228,CUST8433,Others,iPhone 15,4,899,0.0,3596.0,0.25,899.0
2024-12-25,ORD100229,CUST2874,Others,iPhone 15 Pro Max,2,1199,0.15,2038.3,0.35,713.405
2024-08-19,ORD100230,CUST4743,Middle East,iPhone 14 Pro,4,999,0.15,3396.6,0.28,951.0480000000001
2024-07-31,ORD100231,CUST2557,Asia,iPhone 14 Pro Max,3,1099,0.1,2967.3,0.3,890.19
2024-07-10,ORD100232,CUST3500,Middle East,iPhone 13,1,699,0.0,699.0,0.2,139.8
2024-02-17,ORD100233,CUST8075,North America,iPhone 15 Pro Max,3,1199,0.05,3417.1499999999996,0.35,1196.0024999999998
2024-10-11,ORD100234,CUST1982,Others,iPhone 15,5,899,0.1,4045.5,0.25,1011.375
2024-12-09,ORD100235,CUST3002,Middle East,iPhone 14 Pro,4,999,0.0,3996.0,0.28,1118.88
2024-05-27,ORD100236,CUST6119,Asia,iPhone 13,5,699,0.2,2796.0,0.2,559.2
2024-04-18,ORD100237,CUST3535,Middle East,iPhone 14,1,799,0.1,719.1,0.22,158.202
2024-10-11,ORD100238,CUST7022,North America,iPhone 14 Pro,5,999,0.05,4745.25,0.28,1328.67
2024-08-07,ORD100239,CUST1430,Others,iPhone 15 Pro Max,3,1199,0.0,3597.0,0.35,1258.9499999999998
2024-04-02,ORD100240,CUST5477,Asia,iPhone 14 Pro,3,999,0.0,2997.0,0.28,839.1600000000001
2024-04-02,ORD100241,CUST3347,Others,iPhone 15 Pro Max,4,1199,0.0,4796.0,0.35,1678.6
2024-03-13,ORD100242,CUST1502,North America,iPhone 15 Pro Max,5,1199,0.05,5695.25,0.35,1993.3374999999999
2024-07-11,ORD100243,CUST7878,Middle East,iPhone 14 Pro,2,999,0.1,1798.2,0.28,503.49600000000004
2024-06-08,ORD100244,CUST6314,Others,iPhone 15,1,899,0.0,899.0,0.25,224.75
